reads,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,mean()Acc_X,mean()Acc_Y,mean()Acc_Z,class,label
225,"-0,00003","-0,00001","0,00001","0,00001",0,"-0,00001","-0,00001","-0,00001",0.28764759,-0.0031577634,-0.15519093,0,1
226,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28981652,-0.023625983,-0.093806191,0,1
227,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.23247724,-0.015840013,-0.099607104,0,1
228,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28001074,-0.01504451,-0.1141546,0,1
229,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.2889269,-0.016270962,-0.11194758,0,1
230,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27077035,-0.018885449,-0.10409015,0,1
231,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.25720873,-0.018170348,-0.10424073,0,1
232,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.26881216,-0.017686334,-0.10637874,0,1
233,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28168951,-0.018017943,-0.10599026,0,1
234,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.29122454,-0.01583904,-0.1083148,0,1
235,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28651908,-0.016332634,-0.1114194,0,1
236,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.25854868,-0.032957509,-0.07983694,0,1
239,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.3038402,-0.017496054,-0.10323135,0,1
240,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.30362162,-0.017156999,-0.11169795,0,1
241,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28786223,-0.017068863,-0.10900066,0,1
242,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28312886,-0.017412761,-0.10856193,0,1
243,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.28062969,-0.018454053,-0.10638058,0,1
244,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27683403,-0.016036583,-0.10727545,0,1
245,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27066724,-0.018234096,-0.11050619,0,1
247,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27326045,-0.016496129,-0.11469471,0,1
248,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27398753,-0.013808599,-0.11041744,0,1
249,"0,00001","-0,00002","-0,00003","-0,00001","0,00001","-0,00001","-0,00001","-0,00001",0.27585859,-0.018573541,-0.10381581,0,1
250,"-0,00003","-0,00007","-0,00005","-0,00003","-0,00004","-0,00001","-0,00001","-0,00002",0.27714817,-0.017613671,-0.10740418,0,1
251,"-0,00003","-0,00007","-0,00005","-0,00003","-0,00004","-0,00001","-0,00001","-0,00002",0.27456229,-0.015755629,-0.11037294,0,1
252,"-0,00002","-0,00002",0,0,"-0,00002","0,00001","-0,00004","-0,00001",0.24860491,-0.086163379,-0.073014829,0,1
253,"-0,00002","-0,00002",0,0,"-0,00002","0,00001","-0,00004","-0,00001",0.21690075,-0.0062597255,-0.077891466,0,1
254,"-0,00002","-0,00002",0,0,"-0,00002","0,00001","-0,00004","-0,00001",0.26222243,-0.015316616,-0.09583238,0,1
256,"-0,00002","-0,00002",0,0,"-0,00002","0,00001","-0,00004","-0,00001",0.29659805,-0.026108897,-0.11375324,0,1
257,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.24016527,0.014778169,-0.11018469,0,1
258,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.31286994,-0.014139669,-0.11615801,0,1
259,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.31649338,-0.042248362,-0.1126406,0,1
260,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.20894174,-0.020536706,-0.083943782,0,1
261,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.27124829,-0.0060117091,-0.066718752,0,1
263,0,"0,00003","0,00001","0,00002","-0,00001","-0,00001","-0,00001",0,0.35341932,-0.024866761,-0.11141914,0,1
264,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.22839376,-0.021200162,-0.1595219,0,1
265,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.21535112,0.0069834544,-0.1267625,0,1
266,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.32555586,-0.011187423,-0.10089524,0,1
267,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.36545296,-0.01988365,-0.10279395,0,1
268,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.26780915,-0.013846287,-0.11797861,0,1
269,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.34002771,-0.026012234,-0.10422698,0,1
271,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.26426913,-0.011202192,-0.097405036,0,1
272,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.26580166,-0.016486852,-0.076607139,0,1
273,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.25477841,-0.033032031,-0.12829512,0,1
274,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.22294492,0.0096186354,-0.10969656,0,1
275,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.37962251,-0.0066834563,-0.11093909,0,1
276,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.27911103,-0.033291612,-0.10127494,0,1
277,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.26173982,-0.016742272,-0.075360889,0,1
278,"-0,00001","-0,00001","-0,00002","-0,00001","-0,00001","-0,00001","-0,00001","0,00001",0.32915435,-0.034418332,-0.11507647,0,1
279,"-0,00001","-0,00001","-0,00002","-0,00002",0,0,"-0,00002","-0,00001",0.19549619,-0.016377097,-0.126381,0,1
280,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.24387,0.011466552,-0.11389069,0,1
281,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.32955877,-0.029189921,-0.12136232,0,1
282,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.28806864,-0.032201474,-0.11596739,0,1
283,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.24987037,-0.0075291689,-0.093297657,0,1
284,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.31930656,-0.010016849,-0.16410108,0,1
285,"-0,00001",0,"0,00001","0,00001",0,0,"-0,00001",0,0.12592012,-0.027658255,-0.050069386,0,1
287,0,0,0,"0,00002",0,"-0,00001",0,0,0.29997571,-0.01160794,-0.13608717,0,1
290,0,0,0,"0,00002",0,"-0,00001",0,0,0.26012783,-0.020200821,-0.13129646,0,1
291,0,0,0,"0,00002",0,"-0,00001",0,0,0.2871613,-0.010106916,-0.13231092,0,1
292,0,0,0,"0,00002",0,"-0,00001",0,0,0.32958399,0.0067191725,-0.14774302,0,1
293,0,0,0,"0,00002",0,"-0,00001",0,0,0.25184336,-0.052219039,-0.12966482,0,1
294,0,0,0,"0,00002",0,"-0,00001",0,0,0.24829116,-0.060992823,-0.17012592,0,1
295,0,0,0,"0,00002",0,"-0,00001",0,0,0.26160863,-0.073315382,-0.073890189,0,1
296,0,0,0,"0,00002",0,"-0,00001",0,0,0.29960665,-0.014975152,-0.061362489,0,1
297,0,0,0,"0,00002",0,"-0,00001",0,0,0.25953975,0.0055178016,-0.15296364,0,1
298,0,0,0,"0,00002",0,"-0,00001",0,0,0.25308441,-0.03528093,-0.12458994,0,1
299,0,0,0,"0,00002",0,"-0,00001",0,0,0.26156636,-0.020792241,-0.14153329,0,1
300,0,0,0,"0,00002",0,"-0,00001",0,0,0.31001933,-0.055972223,-0.1350257,0,1
301,0,0,0,"0,00002",0,"-0,00001",0,0,0.19842455,-0.027514258,-0.047398754,0,1
303,0,0,0,"-0,00001",0,"-0,00001","-0,00002",0,0.22867274,-0.045504377,-0.11212662,0,1
304,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.4228405,-0.0098579907,-0.067457385,0,1
305,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.28711862,-0.020052061,-0.15325673,0,1
306,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.10222138,-0.04865811,-0.11641174,0,1
307,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.21485672,-0.0085199829,-0.038548925,0,1
308,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.46767458,-0.015139256,-0.13220819,0,1
310,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.30835585,0.015060179,-0.1260511,0,1
311,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.29417901,-0.034406963,-0.12252018,0,1
312,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.20731083,-0.19305262,-0.16045556,0,1
313,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.36261593,-0.072425218,-0.12119007,0,1
314,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.27816503,0.027962971,-0.080086674,0,1
315,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.2563942,-0.012968956,-0.11188381,0,1
316,"-0,00003","-0,00004","-0,00003","-0,00003","-0,00004","-0,00002",0,"-0,00002",0.24683451,-0.043831863,-0.14154702,0,1
317,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.29819093,-0.023188147,-0.10758915,0,1
318,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.26963228,-0.037614803,-0.11446394,0,1
319,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.19648111,0.0058967997,-0.12903397,0,1
320,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.19518889,-0.074923063,-0.31908182,0,1
321,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.24200036,-0.051685995,-0.11614944,0,1
322,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.31856167,-0.027020624,-0.081685509,0,1
323,0,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00002","-0,00001",0.28637788,-0.037529434,-0.087672085,0,1
324,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.26149147,-0.040122792,-0.071103801,0,1
325,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.25438287,0.0093508548,-0.13722003,0,1
326,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.22326915,-0.00014139722,-0.15908758,0,1
327,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.21223054,0.0029777676,-0.10370011,0,1
328,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.37772556,-0.043437113,-0.33051333,0,1
329,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.36081239,-0.03391096,-0.13858928,0,1
330,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.25631314,-0.016422148,-0.058532753,0,1
331,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.26294232,0.0074128076,-0.091331896,0,1
332,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.27685853,0.011056542,-0.12722914,0,1
333,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.24514236,-0.015805672,-0.081850253,0,1
334,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.19783456,-0.015901763,-0.059524406,0,1
335,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.19918776,0.036583027,0.31935782,0,1
336,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.28638505,-0.083568838,-0.1466763,0,1
339,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.30882643,-0.036619566,-0.19515573,0,1
340,"0,00001","0,00002","-0,00003","-0,00001","-0,00001","-0,00001",0,"0,00002",0.25756859,0.020305323,-0.050276102,0,1
341,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.25955873,0.0046596569,-0.057737157,0,1
343,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.28314011,-0.021003469,-0.12570109,0,1
344,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.26517313,-0.010026893,-0.077670207,0,1
345,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.27008378,0.0048569578,-0.083685376,0,1
346,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.28273831,-0.017324312,-0.11666218,0,1
347,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.28113989,-0.024462626,-0.11935491,0,1
348,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.28014898,-0.023329188,-0.11789258,0,1
349,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.2817674,-0.025205551,-0.11867533,0,1
350,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.2842585,-0.021144586,-0.12213853,0,1
351,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.28260885,-0.01808229,-0.12286608,0,1
352,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.27944946,-0.018085928,-0.12039583,0,1
353,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.26896048,-0.022184652,-0.097454173,0,1
354,0,0,"-0,00001","-0,00003","-0,00002","-0,00001",0,"-0,00001",0.33525867,0.075461569,-0.11818184,0,1
355,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27186857,-0.036372612,-0.14550653,0,1
356,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.28200991,-0.032682629,-0.11706991,0,1
357,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27568858,-0.030012935,-0.10448052,0,1
358,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.26911817,-0.02580678,-0.080175463,0,1
360,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.2734611,-0.018551272,-0.086201283,0,1
361,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27321225,-0.0096402541,-0.10077378,0,1
362,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27596953,-0.03030971,-0.12078182,0,1
363,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27963328,-0.030560045,-0.11603058,0,1
364,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27581383,-0.013010156,-0.095351023,0,1
365,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27380433,-0.012208646,-0.097438815,0,1
366,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.30611912,-0.007766932,-0.23988195,0,1
367,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.19014289,0.055032093,-0.083097959,0,1
368,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.28846121,-0.023680076,-0.11782591,0,1
369,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.28155688,-0.014095673,-0.11981253,0,1
370,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27685643,-0.012799337,-0.12062537,0,1
371,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.2770617,-0.01402073,-0.10862886,0,1
372,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27513101,-0.012226581,-0.11489357,0,1
373,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27728983,-0.0099312438,-0.13118279,0,1
374,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.28017578,-0.010445598,-0.13672229,0,1
375,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27581403,-0.013128433,-0.11278809,0,1
376,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27255474,-0.014617518,-0.10001367,0,1
377,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.27805019,-0.016252849,-0.11157826,0,1
378,0,"0,00004","0,00003","0,00004","0,00001","-0,00003","-0,00001",0,0.28852873,-0.018765023,-0.11224819,0,1
379,"-0,00003","-0,00005","-0,00003","-0,00005",0,0,"-0,00001","-0,00004",0.28055394,0.028599996,-0.1199178,0,1
380,"-0,00003","-0,00005","-0,00003","-0,00005",0,0,"-0,00001","-0,00004",0.27796689,0.0002353859,-0.11846288,0,1
381,0,0,"0,00001",0,0,"-0,00001","-0,00001","-0,00001",0.27539409,-0.011431425,-0.10301292,0,1
382,0,0,"0,00001",0,0,"-0,00001","-0,00001","-0,00001",0.27175681,-0.0079864375,-0.089787018,0,1
383,0,0,"0,00001",0,0,"-0,00001","-0,00001","-0,00001",0.27410952,-0.005364989,-0.097327377,0,1
384,0,0,"0,00001",0,0,"-0,00001","-0,00001","-0,00001",0.27799739,-0.01328597,-0.10531014,0,1
385,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.28118107,-0.012872911,-0.12324029,0,1
386,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.28084628,-0.021385093,-0.12184916,0,1
389,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.26870402,-0.012186752,-0.080325892,0,1
390,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.26830284,0.010543407,-0.077656995,0,1
391,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.27751716,-0.0040593567,-0.10567324,0,1
392,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.27872577,-0.028978167,-0.11540244,0,1
393,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.051028466,0.0065653695,-0.11217226,0,1
394,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.30861379,-0.036677174,-0.098717165,0,1
395,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.23647975,-0.013171324,-0.10348975,0,1
396,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.28035575,-0.015589391,-0.11261838,0,1
397,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.27731664,-0.017055974,-0.10852111,0,1
398,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.2771087,-0.017248532,-0.10945889,0,1
399,"-0,00002","-0,00001","-0,00003","0,00001","-0,00002",0,0,"-0,00001",0.27732543,-0.018180619,-0.10913779,0,1
400,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.27748275,-0.017005809,-0.10810812,0,1
401,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.27506732,-0.015686386,-0.10681963,0,1
402,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.27642809,-0.01662193,-0.10918132,0,1
403,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.27806382,-0.018812708,-0.11079742,0,1
404,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.27674706,-0.017204143,-0.10735884,0,1
405,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.28585883,-0.014763411,-0.11128499,0,1
406,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.2733935,-0.017214987,-0.10848624,0,1
407,"-0,00001",0,"-0,00001","-0,00002",0,"-0,00001",0,"-0,00001",0.28029271,-0.015953791,-0.11146182,0,1
408,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.28978779,-0.014542375,-0.11965153,0,1
409,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.32779551,-0.015229268,-0.18408658,0,1
410,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.36526137,0.0084160269,-0.19277943,0,1
411,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.25596857,-0.0074210551,-0.12355166,0,1
412,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27825064,-0.018024047,-0.10670789,0,1
413,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.28369547,-0.01736667,-0.11311272,0,1
414,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27322234,-0.018568274,-0.10705091,0,1
415,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.274189,-0.016910887,-0.10787557,0,1
416,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.28222232,-0.016935802,-0.1122772,0,1
417,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27869661,-0.016529127,-0.10651644,0,1
418,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.28055182,-0.015765129,-0.10789218,0,1
419,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27475392,-0.019499381,-0.10896832,0,1
420,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27684005,-0.017767982,-0.10807413,0,1
421,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.27710557,-0.015506359,-0.1059817,0,1
422,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.2924326,-0.017878346,-0.1143253,0,1
423,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.30915404,0.046080947,-0.098416109,0,1
424,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.26093585,-0.0093436512,-0.090990058,0,1
425,"-0,00002",0,"-0,00004","-0,00002","-0,00002","-0,00002","-0,00002","-0,00002",0.28996373,-0.018980389,-0.099626201,0,1
